Name,Connection Type,App,Platform,Country,Date,Impressions,Ad Revenue,CPM
connection 2271,Mock Connection - inmobi.com,Randy,Firefox OS,Canada,2020-05-05,1589,9,5
connection 2272,Mock Connection - applovin.com,Tetris,iOS,Brazil,2020-05-05,896,8,9
connection 2273,Mock Connection - adcolony.com,Luciano Tetris,Android,Brazil,2020-05-05,299,1,5
connection 2274,Mock Connection - vungle.com,Tetris,iOS,Germany,2020-05-05,2130,11,5
connection 2275,Mock Connection - flurry.com,Tetris,iOS,Denmark,2020-05-05,1790,23,13
connection 2276,Mock Connection - chartboost.com,Pong,Android,Denmark,2020-05-05,1001,4,4
connection 2277,Mock Connection - chartboost.com,Pong,iOS,Germany,2020-05-05,1708,16,9
connection 2278,Mock Connection - vungle.com,Pong,Monte iOS,Denmark,2020-05-05,2806,5,1
connection 2279,Mock Connection - vungle.com,Tetris,Monte iOS,Brazil,2020-05-05,774,1,2
connection 2280,Mock Connection - adcolony.com,Pong,Android,Japan,2020-05-05,1539,8,5
connection 2281,Mock Connection - inmobi.com,Tetris,Firefox OS,Brazil,2020-05-05,1921,9,5
connection 2282,Mock Connection - applovin.com,Tetris,Firefox OS,Denmark,2020-05-05,1301,5,3
connection 2283,Mock Connection - applovin.com,Snake,Firefox OS,Japan,2020-05-05,2644,19,7
connection 2284,Mock Connection - vungle.com,Pong,Firefox OS,Germany,2020-05-05,7349,62,8
connection 2285,Mock Connection - mopub.com,Pong,Firefox OS,Japan,2020-05-05,1453,30,20
connection 2286,Mock Connection - facebook.com,Tetris,Android,Brazil,2020-05-05,341,4,14
connection 2287,Mock Connection - flurry.com,Tetris,iOS,United States,2020-05-05,243,0,2
connection 2288,Mock Connection - mopub.com,Masako Tetris,Android,Denmark,2020-05-05,441,5,11
connection 2289,Mock Connection - inmobi.com,Pong,Android,Japan,2020-05-05,9273,67,7
connection 2290,Mock Connection - inmobi.com,Snake,Android,Canada,2020-05-05,4431,51,11
connection 2291,Mock Connection - vungle.com,Pong,Monte iOS,Japan,2020-05-05,1786,12,7
connection 2292,Mock Connection - chartboost.com,Pong,Android,Japan,2020-05-05,1836,20,11
connection 2293,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Denmark,2020-05-05,470,5,12
connection 2294,Mock Connection - flurry.com,Tetris,Android,Japan,2020-05-05,999,23,23
connection 2295,Mock Connection - inmobi.com,Pong,Firefox OS,United States,2020-05-05,4228,6,1
connection 2296,Mock Connection - adcolony.com,Pong,Firefox OS,Germany,2020-05-05,425,5,12
connection 2297,Mock Connection - chartboost.com,Snake,Firefox OS,Germany,2020-05-05,3029,38,12
connection 2298,Mock Connection - flurry.com,Tetris,Firefox OS,United States,2020-05-05,2053,5,2
connection 2299,Mock Connection - chartboost.com,Pong,Android,United States,2020-05-05,3662,8,2
connection 2300,Mock Connection - mopub.com,Masako Tetris,Android,Germany,2020-05-05,1974,5,3
connection 2301,Mock Connection - applovin.com,Snake,Firefox OS,Germany,2020-05-05,2649,15,5
connection 2302,Mock Connection - chartboost.com,Snake,Firefox OS,Denmark,2020-05-05,2007,5,2
connection 2303,Mock Connection - facebook.com,Tetris,iOS,Japan,2020-05-05,1975,10,5
connection 2304,Mock Connection - vungle.com,Snake,Firefox OS,Canada,2020-05-05,3135,24,7
connection 2305,Mock Connection - inmobi.com,Tetris,Android,Canada,2020-05-05,6782,13,1
connection 2306,Mock Connection - vungle.com,Snake,iOS,Germany,2020-05-05,2401,24,10
connection 2307,Mock Connection - inmobi.com,Pong,Android,Denmark,2020-05-05,4888,12,2
connection 2308,Mock Connection - applovin.com,Pong,Android,Brazil,2020-05-05,401,0,1
connection 2309,Mock Connection - flurry.com,Snake,iOS,United States,2020-05-05,5488,54,9
connection 2310,Mock Connection - flurry.com,Pong,Android,Denmark,2020-05-05,2420,8,3
connection 2311,Mock Connection - vungle.com,Snake,Android,Denmark,2020-05-05,2942,12,4
connection 2312,Mock Connection - mopub.com,Snake,Android,United States,2020-05-05,860,9,10
connection 2313,Mock Connection - adcolony.com,Pong,Android,Canada,2020-05-05,1437,3,2
connection 2314,Mock Connection - chartboost.com,Snake,Android,Germany,2020-05-05,928,10,11
connection 2315,Mock Connection - adcolony.com,2.0,Android,Japan,2020-05-05,405,6,15
connection 2316,Mock Connection - mopub.com,Tetris,iOS,Japan,2020-05-05,385,14,38
connection 2317,Mock Connection - facebook.com,Tetris,iOS,Denmark,2020-05-05,634,29,45
connection 2318,Mock Connection - facebook.com,Pong,Android,Japan,2020-05-05,3139,2,0
connection 2319,Mock Connection - inmobi.com,Snake,Firefox OS,Germany,2020-05-05,6455,51,8
connection 2320,Mock Connection - vungle.com,Pong,iOS,Brazil,2020-05-05,2168,12,5
connection 2321,Mock Connection - facebook.com,Pong,Firefox OS,Germany,2020-05-05,4499,35,7
connection 2322,Mock Connection - vungle.com,Snake,Monte iOS,Brazil,2020-05-05,365,5,15
connection 2323,Mock Connection - chartboost.com,Tetris,Android,Brazil,2020-05-05,300,0,0
connection 2324,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Brazil,2020-05-05,374,3,8
connection 2325,Mock Connection - mopub.com,Snake,Android,Denmark,2020-05-05,5576,49,8
connection 2326,Mock Connection - adcolony.com,2.0,Firefox OS,Germany,2020-05-05,2740,10,4
connection 2327,Mock Connection - flurry.com,Tetris,Android,Canada,2020-05-05,3384,8,2
connection 2328,Mock Connection - facebook.com,Pong,iOS,Germany,2020-05-05,486,6,13
connection 2329,Mock Connection - adcolony.com,Pong,Android,United States,2020-05-05,1118,19,17
connection 2330,Mock Connection - adcolony.com,Pong,Firefox OS,Denmark,2020-05-05,617,10,17
connection 2331,Mock Connection - flurry.com,Pong,Firefox OS,Japan,2020-05-05,1498,4,3
connection 2332,Mock Connection - inmobi.com,Tetris,iOS,Germany,2020-05-05,2349,6,2
connection 2333,Mock Connection - vungle.com,Monte Tetris,Firefox OS,United States,2020-05-05,348,2,6
connection 2334,Mock Connection - facebook.com,Tetris,Android,Germany,2020-05-05,3333,9,2
connection 2335,Mock Connection - inmobi.com,Tetris,Firefox OS,Denmark,2020-05-05,4832,34,7
connection 2336,Mock Connection - vungle.com,Tetris,Android,Japan,2020-05-05,1170,16,14
connection 2337,Mock Connection - flurry.com,Tetris,Others,Germany,2020-05-05,555,9,16
connection 2338,Mock Connection - facebook.com,Pong,Firefox OS,Japan,2020-05-05,2960,4,1
connection 2339,Mock Connection - adcolony.com,Pong,Firefox OS,United States,2020-05-05,1309,6,4
connection 2340,Mock Connection - mopub.com,Snake,iOS,Denmark,2020-05-05,238,2,10
connection 2341,Mock Connection - chartboost.com,Tetris,iOS,Denmark,2020-05-05,2752,16,6
connection 2342,Mock Connection - inmobi.com,Snake,Firefox OS,Denmark,2020-05-05,7533,60,7
connection 2343,Mock Connection - inmobi.com,Snake,Android,Denmark,2020-05-05,6030,54,8
connection 2344,Mock Connection - applovin.com,Tetris,Firefox OS,Japan,2020-05-05,1652,7,4
connection 2345,Mock Connection - facebook.com,Pong,Android,Denmark,2020-05-05,312,0,1
connection 2346,Mock Connection - flurry.com,Pong,iOS,Germany,2020-05-05,4927,11,2
connection 2347,Mock Connection - flurry.com,Tetris,Android,Germany,2020-05-05,870,1,2
connection 2348,Mock Connection - mopub.com,Tetris,iOS,Germany,2020-05-05,523,0,0
connection 2349,Mock Connection - flurry.com,Snake,Firefox OS,Germany,2020-05-05,1684,19,11
connection 2350,Mock Connection - mopub.com,Pong,iOS,Denmark,2020-05-05,1509,11,7
connection 2351,Mock Connection - mopub.com,Tetris,Android,Canada,2020-05-05,722,11,15
connection 2352,Mock Connection - facebook.com,Snake,Firefox OS,Brazil,2020-05-05,514,4,9
connection 2353,Mock Connection - applovin.com,Pong,Firefox OS,Germany,2020-05-05,3786,21,5
connection 2354,Mock Connection - facebook.com,Snake,iOS,United States,2020-05-05,265,1,4
connection 2355,Mock Connection - vungle.com,Monte Tetris,Android,Canada,2020-05-05,626,3,6
connection 2356,Mock Connection - mopub.com,Masako Tetris,Masako iOS,Canada,2020-05-05,888,1,1
connection 2357,Mock Connection - applovin.com,Tetris,Android,Canada,2020-05-05,392,6,15
connection 2358,Mock Connection - vungle.com,Snake,Android,Canada,2020-05-05,4978,28,5
connection 2359,Mock Connection - facebook.com,Tetris,iOS,Brazil,2020-05-05,104,2,28
connection 2360,Mock Connection - applovin.com,Pong,iOS,United States,2020-05-05,2192,10,4
connection 2361,Mock Connection - applovin.com,Pong,Firefox OS,Japan,2020-05-05,4384,15,3
connection 2362,Mock Connection - adcolony.com,2.0,Luciano iOS,Denmark,2020-05-05,6072,20,3
connection 2363,Mock Connection - adcolony.com,Pong,Luciano iOS,Germany,2020-05-05,1249,2,1
connection 2364,Mock Connection - chartboost.com,Judy Tetris,Android,Canada,2020-05-05,183,3,21
connection 2365,Mock Connection - vungle.com,Tetris,iOS,Canada,2020-05-05,1663,13,7
connection 2366,Mock Connection - mopub.com,Tetris,Android,Germany,2020-05-05,2309,11,5
connection 2367,Mock Connection - applovin.com,Pong,Android,United States,2020-05-05,2456,4,1
connection 2368,Mock Connection - inmobi.com,Tetris,iOS,Denmark,2020-05-05,2941,15,5
connection 2369,Mock Connection - chartboost.com,Pong,Firefox OS,Brazil,2020-05-05,1215,10,8
connection 2370,Mock Connection - chartboost.com,Tetris,iOS,Japan,2020-05-05,2872,4,1
connection 2371,Mock Connection - inmobi.com,Randy,GP,Denmark,2020-05-05,1621,6,3
connection 2372,Mock Connection - applovin.com,Pong,iOS,Denmark,2020-05-05,1236,4,3
connection 2373,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,United States,2020-05-05,337,7,22
connection 2374,Mock Connection - inmobi.com,Snake,Android,Japan,2020-05-05,6533,50,7
connection 2375,Mock Connection - facebook.com,Michael Tetris,Android,United States,2020-05-05,1872,6,3
connection 2376,Mock Connection - facebook.com,Tetris,Firefox OS,Brazil,2020-05-05,652,3,5
connection 2377,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Canada,2020-05-05,1439,4,2
connection 2378,Mock Connection - vungle.com,Snake,iOS,Brazil,2020-05-05,2097,2,1
connection 2379,Mock Connection - inmobi.com,Pong,iOS,Canada,2020-05-05,3552,45,12
connection 2380,Mock Connection - flurry.com,Snake,iOS,Brazil,2020-05-05,3108,14,4
connection 2381,Mock Connection - applovin.com,Pong,iOS,Brazil,2020-05-05,3191,2,0
connection 2382,Mock Connection - vungle.com,Pong,Monte iOS,United States,2020-05-05,1102,7,6
connection 2383,Mock Connection - vungle.com,Snake,iOS,Canada,2020-05-05,1016,1,1
connection 2384,Mock Connection - mopub.com,Snake,Android,Canada,2020-05-05,2827,14,5
connection 2385,Mock Connection - inmobi.com,Tetris,Firefox OS,Canada,2020-05-05,3996,8,2
connection 2386,Mock Connection - vungle.com,Pong,iOS,United States,2020-05-05,1156,4,3
connection 2387,Mock Connection - vungle.com,Snake,Firefox OS,Germany,2020-05-05,1505,6,4
connection 2388,Mock Connection - chartboost.com,Snake,Firefox OS,Brazil,2020-05-05,345,0,1
connection 2389,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Brazil,2020-05-05,573,3,5
connection 2390,Mock Connection - facebook.com,Snake,Android,Denmark,2020-05-05,966,6,7
connection 2391,Mock Connection - mopub.com,Snake,Android,Japan,2020-05-05,2442,32,13
connection 2392,Mock Connection - adcolony.com,Pong,Firefox OS,Brazil,2020-05-05,77,0,3
connection 2393,Mock Connection - vungle.com,Tetris,iOS,Denmark,2020-05-05,2077,8,4
connection 2394,Mock Connection - flurry.com,Snake,Android,Brazil,2020-05-05,1545,3,2
connection 2395,Mock Connection - mopub.com,Pong,Android,Japan,2020-05-05,1640,1,1
connection 2396,Mock Connection - applovin.com,Pong,Firefox OS,Brazil,2020-05-05,1329,4,3
connection 2397,Mock Connection - chartboost.com,Pong,Firefox OS,Germany,2020-05-05,817,3,3
connection 2398,Mock Connection - chartboost.com,Tetris,Firefox OS,Brazil,2020-05-05,1294,10,8
connection 2399,Mock Connection - mopub.com,Pong,Firefox OS,Germany,2020-05-05,3724,22,6
connection 2400,Mock Connection - vungle.com,Monte Tetris,Android,United States,2020-05-05,60,1,20
connection 2401,Mock Connection - flurry.com,Pong,Android,Canada,2020-05-05,2476,12,5
connection 2402,Mock Connection - inmobi.com,Tetris,Android,Brazil,2020-05-05,4733,13,2
connection 2403,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Japan,2020-05-05,686,6,8
connection 2404,Mock Connection - applovin.com,Snake,Android,Brazil,2020-05-05,3799,18,4
connection 2405,Mock Connection - inmobi.com,Snake,iOS,Canada,2020-05-05,1729,10,5
connection 2406,Mock Connection - vungle.com,Pong,Monte iOS,Brazil,2020-05-05,496,5,11
connection 2407,Mock Connection - mopub.com,Tetris,Firefox OS,Canada,2020-05-05,909,1,2
connection 2408,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Denmark,2020-05-05,1840,18,9
connection 2409,Mock Connection - flurry.com,Snake,Android,Denmark,2020-05-05,4417,23,5
connection 2410,Mock Connection - flurry.com,Tetris,iOS,Germany,2020-05-05,1690,7,4
connection 2411,Mock Connection - flurry.com,Tetris,Firefox OS,Denmark,2020-05-05,314,2,7
connection 2412,Mock Connection - applovin.com,Snake,Firefox OS,Denmark,2020-05-05,1177,10,8
connection 2413,Mock Connection - inmobi.com,Tetris,iOS,United States,2020-05-05,1284,6,4
connection 2414,Mock Connection - mopub.com,Pong,Firefox OS,Canada,2020-05-05,3447,22,6
connection 2415,Mock Connection - inmobi.com,Tetris,Android,Germany,2020-05-05,6547,13,2
connection 2416,Mock Connection - flurry.com,Snake,Firefox OS,Canada,2020-05-05,767,14,19
connection 2417,Mock Connection - facebook.com,Snake,Android,Brazil,2020-05-05,1800,1,0
connection 2418,Mock Connection - inmobi.com,Snake,iOS,Brazil,2020-05-05,1053,9,9
connection 2419,Mock Connection - inmobi.com,Pong,iOS,Brazil,2020-05-05,1393,6,4
connection 2420,Mock Connection - mopub.com,Snake,Firefox OS,Denmark,2020-05-05,549,3,6
connection 2421,Mock Connection - inmobi.com,Randy,Firefox OS,Germany,2020-05-05,509,1,2
connection 2422,Mock Connection - facebook.com,Tetris,iOS,United States,2020-05-05,2018,7,3
connection 2423,Mock Connection - vungle.com,Snake,Android,United States,2020-05-05,3842,22,5
connection 2424,Mock Connection - vungle.com,Pong,iOS,Japan,2020-05-05,910,8,8
connection 2425,Mock Connection - inmobi.com,Snake,Firefox OS,United States,2020-05-05,8922,40,4
connection 2426,Mock Connection - inmobi.com,Randy,GP,Brazil,2020-05-05,1717,9,5
connection 2427,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Denmark,2020-05-05,1165,17,14
connection 2428,Mock Connection - inmobi.com,Randy,GP,Japan,2020-05-05,215,0,2
connection 2429,Mock Connection - vungle.com,Snake,Monte iOS,Canada,2020-05-05,1600,5,3
connection 2430,Mock Connection - vungle.com,Pong,Firefox OS,Denmark,2020-05-05,1964,11,5
connection 2431,Mock Connection - vungle.com,Snake,iOS,Japan,2020-05-05,545,11,21
connection 2432,Mock Connection - inmobi.com,Tetris,iOS,Canada,2020-05-05,4553,25,5
connection 2433,Mock Connection - vungle.com,Snake,Firefox OS,United States,2020-05-05,619,8,13
connection 2434,Mock Connection - mopub.com,Pong,Android,United States,2020-05-05,1583,5,3
connection 2435,Mock Connection - facebook.com,Pong,iOS,Canada,2020-05-05,4401,19,4
connection 2436,Mock Connection - mopub.com,Tetris,iOS,Brazil,2020-05-05,1129,21,19
connection 2437,Mock Connection - mopub.com,Pong,Android,Canada,2020-05-05,2316,18,7
connection 2438,Mock Connection - applovin.com,Pong,iOS,Germany,2020-05-05,530,7,13
connection 2439,Mock Connection - chartboost.com,Snake,iOS,Germany,2020-05-05,4175,26,6
connection 2440,Mock Connection - flurry.com,Pong,iOS,Brazil,2020-05-05,1617,16,10
connection 2441,Mock Connection - chartboost.com,Tetris,Android,Denmark,2020-05-05,4202,17,4
connection 2442,Mock Connection - adcolony.com,Pong,Luciano iOS,United States,2020-05-05,3271,10,3
connection 2443,Mock Connection - flurry.com,Tetris,Others,United States,2020-05-05,312,0,0
connection 2444,Mock Connection - vungle.com,Tetris,Android,Brazil,2020-05-05,2421,12,5
connection 2445,Mock Connection - applovin.com,Pong,Android,Canada,2020-05-05,1418,8,6
connection 2446,Mock Connection - chartboost.com,Tetris,Android,Canada,2020-05-05,713,0,0
connection 2447,Mock Connection - inmobi.com,Randy,Firefox OS,Japan,2020-05-05,509,2,4
connection 2448,Mock Connection - mopub.com,Tetris,Android,Japan,2020-05-05,2542,24,9
connection 2449,Mock Connection - vungle.com,Snake,Monte iOS,United States,2020-05-05,3404,8,2
connection 2450,Mock Connection - chartboost.com,Judy Tetris,Android,Germany,2020-05-05,157,0,6
connection 2451,Mock Connection - vungle.com,Pong,iOS,Germany,2020-05-05,1472,0,0
connection 2452,Mock Connection - inmobi.com,Pong,Firefox OS,Brazil,2020-05-05,1605,17,10
connection 2453,Mock Connection - inmobi.com,Snake,Android,Germany,2020-05-05,11273,37,3
connection 2454,Mock Connection - chartboost.com,Snake,iOS,United States,2020-05-05,52,6,121
connection 2455,Mock Connection - flurry.com,Tetris,iOS,Canada,2020-05-05,1370,5,4
connection 2456,Mock Connection - adcolony.com,Snake,iOS,Denmark,2020-05-05,454,1,4
connection 2457,Mock Connection - inmobi.com,Snake,Firefox OS,Brazil,2020-05-05,3400,19,5
connection 2458,Mock Connection - applovin.com,Snake,Android,Japan,2020-05-05,8992,30,3
connection 2459,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Germany,2020-05-05,64,0,3
connection 2460,Mock Connection - facebook.com,Snake,iOS,Denmark,2020-05-05,1790,15,8
connection 2461,Mock Connection - vungle.com,Pong,Monte iOS,Germany,2020-05-05,3324,9,2
connection 2462,Mock Connection - mopub.com,Snake,Firefox OS,Japan,2020-05-05,3851,18,4
connection 2463,Mock Connection - applovin.com,Tetris,iOS,United States,2020-05-05,1157,1,0
connection 2464,Mock Connection - adcolony.com,Luciano Tetris,Android,Canada,2020-05-05,577,8,15
connection 2465,Mock Connection - flurry.com,Pong,Android,Germany,2020-05-05,3826,15,3
connection 2466,Mock Connection - vungle.com,Snake,Monte iOS,Denmark,2020-05-05,3172,9,2
connection 2467,Mock Connection - facebook.com,Pong,Firefox OS,Brazil,2020-05-05,643,2,3
connection 2468,Mock Connection - chartboost.com,Tetris,iOS,United States,2020-05-05,700,0,0
connection 2469,Mock Connection - applovin.com,Snake,iOS,Denmark,2020-05-05,246,11,44
connection 2470,Mock Connection - vungle.com,Tetris,Firefox OS,Japan,2020-05-05,731,6,8
connection 2471,Mock Connection - adcolony.com,Pong,Luciano iOS,Brazil,2020-05-05,1017,6,6
connection 2472,Mock Connection - inmobi.com,Pong,Android,Brazil,2020-05-05,2944,9,3
connection 2473,Mock Connection - flurry.com,Pong,Firefox OS,United States,2020-05-05,1804,5,3
connection 2474,Mock Connection - adcolony.com,2.0,Android,Brazil,2020-05-05,1035,7,6
connection 2475,Mock Connection - adcolony.com,2.0,Luciano iOS,Germany,2020-05-05,862,0,0
